,title,rating,acidity_structure,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,notes,roast_level,city,state,usd_per_oz
1234,Ethiopia Yetagesu Bulebula,93.0,9.0,8.0,9.0,8.0,9.0,"Bright, vibrant, sweetly tart. Apricot, pink grapefruit zest, jasmine, oak, cocoa nib in aroma and cup. High-toned, sweet-tart in structure with juicy acidity; satiny mouthfeel. The crisp, long finish leads with notes of apricot and grapefruit supported by cocoa nib.","Yirgacheffe growing region, south-central Ethiopia","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. Processed by the washed method (fruit skin and pulp are removed before drying). Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount – a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.",Medium-Light,Billings, Montana,1.46
1235,Tanzania AA Karatu Estate,93.0,9.0,8.0,9.0,8.0,9.0,"Rich-toned, deeply sweet-savory. Tamarind, freesia, candycap mushroom, cedar, agave syrup in aroma and cup. Savory-sweet structure with juicy, vibrant acidity; smooth, satiny mouthfeel. The resonant finish centers on notes of tamarind and freesia with savory undertones suggesting candy cap mushroom.","Karatu, Tanzania","Processed by the washed method (fruit skin and pulp are removed before drying).  Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information.",Medium-Light,Thermopolis, Wyoming,1.0
1236,Peru Aproselva,90.0,8.0,8.0,8.0,8.0,8.0,"Richly sweet, chocolaty. Chocolate fudge, scorched cedar, Brazil nut, raisin, lily in aroma and cup. Sweet-toned structure with gentle, round acidity; full satiny mouthfeel. Finish centers around deep chocolate and smoky aromatic wood notes.","Junin, Peru","Comprised of the Typica, Catimor, Bourbon, Caturra and Catuai varieties of Arabica and processed by the wet, or washed, method. Certified organic and Fair Trade. Lone Coffee is an Escondido, California-based specialty micro-roaster with an adjacent coffee shop, Kettle Coffee &amp; Tea. Visit www.lonecoffee.com for more information.",Medium,Escondido, California,1.25
1237,Kona Double-Washed Black Rock Farm,92.0,8.0,8.0,9.0,8.0,9.0,"Crisply sweet, deep-toned. Hazelnut butter, orange zest, baking chocolate, fresh-cut fir, freesia in aroma and cup. Sweet structure with crisp, citrusy acidity; smooth, satiny mouthfeel. Nut-toned finish with baking chocolate and orange zest as supporting notes.","Kona growing region, Big Island of Hawai’i","Produced entirely of the Typica variety of Arabica and processed by a variation on the double-washed method involving fermentation, washing and a second soak in fresh water. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Medium-Light,Minneapolis, Minnesota,1.66
1238,Ethiopia Dimtu,95.0,9.0,9.0,9.0,9.0,9.0,"Bright, balanced, aromatically nuanced. Nectarine, cocoa nib, star jasmine, sandalwood, a hint of lychee in aroma and cup. Sweetly tart structure with juicy acidity; lush, syrupy mouthfeel. A resonant, flavor-saturated finish fulfills the balanced, complete promise of the cup. ","Hambela Wamena District, Guji Zone, Ethiopia","Certified organic. Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the washed method (fruit skin and pulp are removed before drying). Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",Medium-Light,Floyd, Virginia,1.75
1239,Kona SL34,90.0,8.0,8.0,8.0,8.0,8.0,"Crisply sweet, meadowy. Molasses, lilac, wheat grass, fresh cucumber, fresh-cut elm in aroma and cup. Delicately sweet-savory in structure; lightly syrupy in mouthfeel. Fresh, sweet, rather simple finish.","Kona, Hawaii","SL34 is a tree variety famously associated with the fine coffees of Kenya. This version was grown in Kona and processed by the washed method (fruit skin and pulp are removed before drying). Kraig and Leslie Lee have been growing and harvesting traditional Kona Coffee for over 25 years. In 2017 they introduced several distinguished new tree varieties to their 4.7 acre farm, including this one, which they are offering for the first time. Visit konafarmdirect.com for further information.",Medium-Light,Holualoa, Hawaii,4.99
1240,Kona K7,91.0,8.0,8.0,8.0,9.0,8.0,"Balanced, agreeably round and sweet-toned. Toffee, table grape, pecan, clover blossom, a hint of malted barley in aroma and cup. Very sweet, gently citrusy structure; buoyant, creamy mouthfeel. Pecan and malt last in a crisp finish. ","Kona, Hawaii","K7 is a variety of Arabica first developed in Kenya from trees of the famous French Bourbon variety. Processed by the washed method (fruit skin and pulp are removed before drying). Kraig and Leslie Lee have been growing and harvesting traditional Kona Coffee for over 25 years. In 2017 they introduced several distinguished new tree varieties to their 4.7 acre farm, including this one, which they are offering for the first time. Visit konafarmdirect.com for further information.",Medium-Light,Holualoa, Hawaii,4.99
1241,Kona Laurina Pointu,94.0,9.0,8.0,9.0,9.0,9.0,"Intricate, pungent, deeply floral. Peach, pear, honeysuckle, black walnut, musk in aroma and cup. Brisk but very sweet in structure with a savory edge; satiny, lively mouthfeel. Crisp, flavor-saturated finish. ","Kona, Hawaii","Bourbon Pointu, botanical name var. Laurina, is a natural mutation of the famous Bourbon variety, first selected on Reunion Island in the Indian Ocean. The Bourbon Pointu is famous for its natural low levels of caffeine, bean shape (small and tending to be pointed at the ends, hence “pointu”), and pungently fruit-toned, Bourbon-like cup. This version was grown in Kona. This lot consists of a blend of two different processing methods, natural and washed. Kraig and Leslie Lee have been growing and harvesting traditional Kona Coffee for over 25 years. In 2017 they introduced several distinguished new tree varieties to their 4.7 acre farm, including this one, which they are offering for the first time. Visit konafarmdirect.com for further information.",Medium-Light,Holualoa, Hawaii,7.14
1242,Guatemala Maravillas,88.0,7.0,7.0,8.0,8.0,8.0,"Crisp, nut-toned. Pecan, raisin, ripe banana, brown sugar, a sweet hint of narcissus in aroma and cup. Bittersweet in structure, with a savory edge. Full, almost chewy mouthfeel. Nut notes prevail in a rich though drying finish. ","Quiché, northern Guatemala",Produced from trees of the Caturra variety. Processed by the washed method (fruit skin and pulp are removed before drying). Telluride is an artisan roaster situated at high elevations in Colorado offering an attractive range of single-origins and blends. Visit www.telluridecoffeeroasters.net for more information.,Medium-Light,Telluride, Colorado,1.17
1243,Organic Ethiopia Yirgacheffe FTO,93.0,9.0,8.0,9.0,8.0,9.0,"High-toned, crisply sweet-tart. Apricot, cocoa nib, Meyer lemon zest, cedar, lilac in aroma and cup. Sweetly tart structure with juicy, vibrant acidity; full, satiny mouthfeel. The finish centers around notes of apricot and cocoa with lilac undertones.","Yirgacheffe growing region, southern Ethiopia","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. It was processed by the wet or washed method (fruit skin and pulp are removed before drying). Organic and fair trade certified. Beachcomber Coffee is a craft coffee company founded in 2015 and based in Gibsons on the southwest coast of British Columbia. For more information, visit www.beachcombercoffee.com.",Medium-Light,Gibsons," British Columbia, Canada",1.68
1244,Elida Natural Dragonfly Lot,95.0,9.0,9.0,9.0,9.0,9.0,"Rich-toned, fruit-forward, sweetly fermenty. Ripe blueberry, dark chocolate, Bourbon barrel, gardenia, molasses in aroma and cup. Sweet in structure with winy acidity; full, lightly syrupy mouthfeel. Resonant, flavor-saturated finish. ","Alto Quiel, Panama","This exceptional coffee was selected as the No. 24 coffee on Coffee Review’s list of the Top 30 Coffees of 2020.  Produced by the Lamastus family of Elida Estate entirely of the Catuai variety of Arabica and processed by the natural method (dried in the whole fruit). Now based in Henderson, Nevada, Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.",Medium-Light,Henderson, Nevada,1.67
1245,Costa Rica Tarrazu Hacienda La Pradera,91.0,8.0,8.0,8.0,8.0,9.0,"Crisply sweet, balanced. Apricot, cocoa nib, freesia-like flowers, brown sugar, oak in aroma and cup. Sweetly tart structure with pert, lively acidity; satin-smooth mouthfeel. Finish consolidates to cocoa-toned apricot with undertones of freesia and oak.","Tarrazu, Costa Rica","Produced at Hacienda La Pradera entirely of the Caturra variety of Arabica and processed by the wet, or washed, method. The Jampot opened in 1986  on the Keweenaw Peninsula, the northernmost point of Michigan’s Upper Peninsula, selling handmade preserves from locally grown berries under the Poorrock Abbey name. Over the years Poorrock has added a robust line of baked goods, candies and specialty coffees. Proceeds support the vision and works of Holy Transfiguration Skete, a Byzantine Catholic Monastery. For more information visitwww.poorrockabbey.com.",Medium,Eagle Harbor, Michigan,1.12
1246,KonAroma Direct Trade Kona,92.0,8.0,8.0,9.0,8.0,9.0,"Richly sweet, floral- and nut-toned. Magnolia, cashew butter, cedar, maple syrup, red grape in aroma and cup. Sweet structure with gentle, round acidity; full, satiny mouthfeel. Resonant finish centers around suggestions of magnolia and nut-butter.","Kona growing district, Big Island of Hawaii","Produced from trees of the traditional Typica variety of Arabica by Cynthia and Dennis Staats at KonAroma farm at 2,400 feet elevation in the Kona growing district of Hawaii. The Jampot opened in 1986  on the Keweenaw Peninsula, the northernmost point of Michigan’s Upper Peninsula, selling handmade preserves from locally grown berries under the Poorrock Abbey name. Over the years Poorrock has added a robust line of baked goods, candies and specialty coffees. Proceeds support the vision and works of Holy Transfiguration Skete, a Byzantine Catholic Monastery. For more information visit www.poorrockabbey.com.",Medium,Eagle Harbor, Michigan,3.0
1247,Birambo Village DR Congo,91.0,8.0,8.0,8.0,8.0,9.0,"Rich-toned, sweetly savory. Dried apricot, baking chocolate, lily, cedar, toasted barley in aroma and cup. Sweet-savory structure with bright, balanced acidity; full, satiny mouthfeel. A quiet finish consolidates to notes of baking chocolate and lily with undertones of cedar.","South Kivu Province, Democratic Republic of the Congo","Certified organic and fair trade. Produced from the Blue Mountain, Bourbon, Caturra, Catuaí, and Kabare 2 varieties of Arabica and processed by the wet, or washed, method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. ",Medium-Light,Madison, Wisconsin,1.49
1248,Kenya Kiambu AB Uklili 1905 Lot,94.0,9.0,8.0,9.0,9.0,9.0,"Deeply sweet-savory, richly aromatic. Red currant jam, honeysuckle, sandalwood, brown sugar, marjoram in aroma and cup. Sweet structure with savory underpinnings; vivacious, juicy acidity. The finish centers on notes of red currant and sandalwood.","iambu growing region, south-central Kenya","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",Medium-Light,Chia-Yi, Taiwan,1.24
1249,Colombia San Pascual Natural,92.0,8.0,8.0,8.0,9.0,9.0,"Fruit-forward, richly chocolaty. Raspberry liqueur, chocolate fudge, rhododendron, molasses, cedar in aroma and cup. Sweet structure with gentle, round acidity; plush, syrupy mouthfeel. Finish consolidates to notes of dark chocolate and cedar with hints of raspberry in the long.","Fredonia, Antioquia Department, Colombia","Produced at Finca San Pascual from the Castillo, Colombia, Bourbon, Typica and Tabi varieties of Arabica and processed by the natural method (dried in the whole fruit). Magnolia Coffee is a Charlotte, North Carolina-based specialty roaster whose motto is “Craft roasted. Truly delicious. Socially conscious.” Magnolia particularly emphasizes community engagement through its Local Beans for Local Good programs.Visit www.magnoliacoffeeco.com or call 704-651-7726 for more information.",Medium-Light,Charlotte, North Carolina,1.33
1250,Burundi Kibingo,92.0,8.0,8.0,9.0,8.0,9.0,"Spice-toned, richly sweet. Baking spices, caramel, red apple, magnolia, oak in aroma and cup. Sweet structure with brisk acidity; full, satiny mouthfeel. Finish consolidates to notes of baking spices and caramel.","Kayanza Province, northern Burundi","Roasted on Tuesdays. Produced entirely of the Red Bourbon variety of Arabica and processed by the honey method, meaning that some fruit flesh or “honey” was allowed to adhere to the beans during drying. Big Shoulders Coffee is a Chicago artisan roaster that emphasizes a fresh-roasted, no-nonsense approach to fine coffee. Visit www.bigshoulderscoffee.com or call 312-888-3042 for more information.",Light,Chicago, Illinois,1.75
1251,Ka’u Yellow Caturra Champagne Natural,93.0,9.0,8.0,9.0,8.0,9.0,"High-toned, elegant, fruit-centered. Passion fruit, lemon blossom, cocoa nib, marjoram, mesquite in aroma and cup. Deeply sweet structure with citrusy acidity; crisp, satiny mouthfeel. A balanced finish centers around passionfruit and cocoa notes with undertones of savory marjoram.","Ka’u growing region, Big Island of Hawai’i","Produced entirely of the Yellow Caturra variety of Arabica, this coffee was processed in the whole fruit inoculated with a wine yeast strain and fermented in sealed bags (“anaerobic” ferment) before being dried using a combination of sun and mechanical methods. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Medium-Light,Minneapolis, Minnesota,6.24
1252,Buzira Burundi Natural,92.0,8.0,8.0,9.0,8.0,9.0,"Crisp, sweetly spice-toned. Tangerine zest, date, magnolia, agave syrup, baking chocolate in aroma and cup. Deeply sweet structure with pert acidity; velvety-smooth mouthfeel. Finish leads with notes of tangerine zest and date supported by a baking chocolate throughline.","Murutra, Kayanza Province, Burundi","Produced by smallholding farmers from the Batian, Bourbon, Jackson, K7, Mbirzi 49,  Mbirizi 68, and SL28 varieties of Arabica and processed by the natural method (dried in the whole fruit). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Medium-Light,Madison, Wisconsin,1.52
1253,Dukunde Kawa Rwanda,93.0,8.0,8.0,9.0,9.0,9.0,"Delicate, richly sweet. Green grape, almond, black tea, oak, freesia-like flowers in aroma and cup. Sweet-toned structure with gentle, round acidity; plush, syrupy mouthfeel. A quiet, satisfying finish sustains all of the aroma and flavor notes of the cup.","Musasa, Rwanda","Produced by the Dukunde Kawa Cooperative entirely from local strains of the admired Bourbon variety of Arabica and processed by the wet, or washed, method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Medium-Light,Madison, Wisconsin,1.35
1254,Kenya Wanjengi AA,92.0,8.0,8.0,9.0,8.0,9.0,"Richly sweet-savory, deep-toned. Date, hop flowers, maple syrup, cedar, cocoa nib in aroma and cup. Bittersweet structure with brisk acidity; full, lightly syrupy mouthfeel. Finish consolidates to cocoa-toned date in the short and cedar-like aromatic wood notes in the long. ","Murang'a County, central Kenya","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Quartet Kaffe is an artisan roastery in Taiwan founded in 2018, dedicated to pursuing coffee performance art and offering unique specialty coffee. Visit www.facebook.com/QuartetKaffe for more information.",Medium,Taipei, Taiwan,2.5
1255,Colombia Granja La Esperanza Tres Dragones,94.0,9.0,8.0,9.0,9.0,9.0,"Deeply fruity, sweetly fermenty, headily floral. Strawberry coulis, brandy, almond butter, toffee, honeysuckle in aroma and cup. Richly sweet-tart structure with juicy, bright acidity; viscous, syrupy mouthfeel. Sustained flavor-saturated finish.","Valle del Cauca growing region, Colombia","Produced by Rigoberto Herrera at Granja La Esperanza in Colombia, a producer that specializes in innovation, in this case applying a complex version of the natural process to successfully intensify sweetness and fruit to coffee from trees of the normally rather plain-tasting Colombia variety. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-JAVA for more information.",Medium-Light,Topeka, Kansas,1.96
1256,Costa Rica Luis Campos Anaerobic,94.0,9.0,8.0,9.0,9.0,9.0,"Rich, complex, multi-layered. Sweet baking spices, cocoa powder, lemon zest, lilac, sandalwood in aroma and cup. Deeply sweet structure with apple-like malic acidity; lush, syrupy mouthfeel. The finish leads with sweet baking spices and cocoa powder.","Tarrazu, Costa Rica","Produced by Luis Eduardo Campos entirely of the Caturra variety of Arabica and fermented in the whole fruit inside a hermetically sealed vessel, making it a version of what the coffee industry has come to call “anaerobic” or limited-oxygen processing. Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount – a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.",Medium-Light,Billings, Montana,1.92
1257,Kenya Muiri Estate,92.0,8.0,8.0,8.0,9.0,9.0,"Sweet-toned, balanced. Red currant, almond butter, clove, orange blossom, cedar in aroma and cup. Balanced, bittersweet structure with citrusy acidity; full, satiny mouthfeel. Finish consolidates to red currant and clove.","Kiambi County, Kenya","This coffee tied for the fourth-highest rating in a cupping of coffees from roasters in the northwestern U.S. for Coffee Review’s April 2020 tasting report. Certified organic. Based in southern Oregon, Noble Coffee is a wholesale and retail roasting company focused on quality, social responsibility and environmental consciousness. Visit www.noblecoffeeroasting.com or call 541-488-3288 for more information.",Medium-Light,Ashland, Oregon,1.83
1258,Congo Boza,92.0,8.0,8.0,8.0,9.0,9.0,"Sweet-savory, richly layered. Persimmon, dogwood flowers, mesquite, brown sugar, a hint of pipe tobacco in aroma and cup. Sweet structure with brisk acidity; smooth, velvety mouthfeel. The flavor-saturated short finish consolidates to persimmon and pipe tobacco. ","Lake Kivu, DRC Congo","This coffee tied for the fourth-highest rating in a cupping of coffees from roasters in the northwestern U.S. for Coffee Review’s April 2020 tasting report. Produced by members of the Rebuild Women’s Hope Cooperative entirely of local strains of the Bourbon variety of Arabica and processed by the washed method (fruit skin and pulp are removed before drying). Ghost Town is a small-batch roaster, wholesaler, equipment supplier and training resource located in Bozeman, Montana that takes great care in responsibly sourcing top-quality specialty coffees. Visit www.ghosttowncoffee.com call 406-586-0777 for more information.",Medium-Light,Bozeman, Montana,1.27
1259,Ethiopia Keramo Washed,92.0,8.0,8.0,9.0,8.0,9.0,"Crisply sweet-tart. Pineapple, baking chocolate, hazelnut, lily, fresh-cut fir in aroma and cup. Sweetly tart structure with pert acidity; crisp, satiny mouthfeel. The finish centers around notes of pineapple and lily with hints of hazelnut.","Sidama (also Sidamo) region, Ethiopia","This coffee tied for the fourth-highest rating in a cupping of coffees from roasters in the northwestern U.S. for Coffee Review’s April 2020 tasting report. Dapper &amp; Wise was founded in 2013 by co-owners Evan Aldrete and Tyler Geel, who also own Insomnia Coffee. In addition to its roastery, the company operates two coffee shops.  Visit www.dapperandwise.com for more information. ",Medium-Light,Portland, Oregon,1.67
1260,Ethiopia Danse Mormora,92.0,8.0,8.0,9.0,8.0,9.0,"Rich, deeply sweet-toned. Narcissus, black cherry, cedar, cashew butter, agave syrup in aroma and cup. Sweet-tart structure with gentle, citrusy acidity; smoothly viscous, satiny mouthfeel. The finish resonates with black cherry and narcissus in the short, consolidating to cashew and cedar in the long.","Guji Zone, Oromia region, southern Ethiopia","This coffee tied for the fourth-highest rating in a cupping of coffees from roasters in the northwestern U.S. for Coffee Review’s April 2020 tasting report. Bluebeard Coffee Roasters’ motto is “The Perfect Medium.” The Tacoma, Washington-based company aims at roasting deep enough to develop sweetness and depth, light enough to leave each coffees’ subtleties intact. Visit www.bluebeardcoffee.com for more information.",Medium-Light,Tacoma, Washington,1.5
1261,Rwanda Bumbogo,93.0,8.0,8.0,9.0,9.0,9.0,"Crisply sweet, deep-toned. Cocoa nib, tangerine zest, magnolia, date, maple syrup in aroma and cup. Sweet structure with gentle, round acidity; full, syrupy mouthfeel. The finish consolidates to date and cocoa nib with a hint of tangerine zest.","Gakenke, Northern Province, Rwanda","This coffee tied for the third-highest rating in a cupping of coffees from roasters in the northwestern U.S. for Coffee Review’s April 2020 tasting report. Comprised entirely of local strains of the Bourbon variety of Arabica and processed by the wet, or washed, method at the Bumbogo washing station. Founded in 1971 in Bellingham, Washington, Tony’s Coffee is one of the earliest craft roasteries in the Pacific Northwest. Visit www.tonyscoffee.com for more information.",Medium-Light,Bellingham, Washington,1.17
1262,Ethiopia Adame Garbota,93.0,8.0,8.0,9.0,9.0,9.0,"Deep-toned, richly dry and pungent. Black tea, bergamot, baking chocolate, honeysuckle, oak in aroma and cup. Compelling bittersweet structure with crisp, citrusy acidity; tannic yet voluptuous mouthfeel. Baking chocolate and black tea carry the short finish, with bergamot and oak resurfacing in the long.","Yirgacheffe growing region, south-central Ethiopia","This coffee tied for the third-highest rating in a cupping of coffees from roasters in the northwestern U.S. for Coffee Review’s April 2020 tasting report. Produced by members of the Adame Garbota Cooperative and processed by the washed method (fruit skin and pulp are removed before drying). Olympia Coffee Roasting is a small-batch wholesale and retail roasting company with a youthful, no-nonsense style and a commitment to high-quality organic coffees. Visit www.olympiacoffee.com or call 360-753-0066 for more information.",Medium-Light,Olympia, Washington,1.42
1263,Ethiopia Sidama Bombe Natural,93.0,9.0,8.0,9.0,8.0,9.0,"Cleanly fruit-forward. Ripe strawberry, bay (wood and leaf), cocoa nib, freesia-like flowers, pink peppercorn in aroma and cup. Sweet-savory structure with fruity acidity; plush, satiny mouthfeel. The finish is all strawberry, supported by notes of fresh-picked bay leaf.","Jimma Zone, Oromia State, Ethiopia","This coffee tied for the third-highest rating in a cupping of coffees from roasters in the northwestern U.S. for Coffee Review’s April 2020 tasting report. Certified organic. Southern Ethiopia coffees like this one are largely produced from distinctive indigenous varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Fire Ridge Coffee is a small, family-owned roastery in Missoula, Montana devoted to responsible sourcing and careful roasting. Visit www.fireridgecoffee.com for more information.",Medium,Missoula, Montana,1.5
1264,Ethiopia Hassen Ware Akrabi,94.0,9.0,8.0,9.0,9.0,9.0,"Delicate, sweetly tart, intricately balanced. Apricot, maple syrup, star jasmine, cedar, almond brittle in aroma and cup. Balanced, sweet-tart structure with high-toned acidity; elegant, silky mouthfeel. The quiet finish consolidates to apricot and almond.","Guji Zone, Oromia region, southern Ethiopia","This coffee earned the second-highest rating in a cupping of coffees from roasters in the northwestern U.S. for Coffee Review’s April 2020 tasting report. Southern Ethiopia coffees like this one are produced from traditional, largely indigenous varieties of Arabica long grown in the region. This lot was processed by the wet or washed method (fruit skin and pulp are removed before drying). Indaba Coffee is a small family-owned business in the heart of Spokane, Washington whose mission is “radical hospitality.” Visit www.indabacoffee.com for more information.",Medium-Light,Spokane, Washington,1.88
1265,Ethiopia Wush Wush,96.0,9.0,8.0,10.0,9.0,10.0,"Richly aromatic, levitatingly high-toned. Lychee, passionfruit, dark chocolate, candied violet, sage in aroma and cup. Layered sweet-tart-savory structure with juicy, vibrant acidity; full, syrupy mouthfeel. The resonant finish centers around lychee, dark chocolate and sage.","Sidama growing region, southern Ethiopia","This exceptional coffee was selected as the No. 10 coffee on Coffee Review’s list of the Top 30 Coffees of 2020. The coffee earned the highest rating in a cupping of coffees from roasters in the northwestern U.S. for Coffee Review’s April 2020 tasting report. Produced by smallholding farmers from trees of the rare indigenous Ethiopia Wush Wush variety of Arabica. Processed by fermenting the fresh coffee fruit in an oxygen-free environment before drying it in the whole fruit. Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount – a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.",Light,Billings, Montana,2.75
1266,Mexico FTO,90.0,8.0,8.0,8.0,8.0,8.0,"Deep, chocolaty and citrus-toned. Baking chocolate, lemon zest, magnolia, oak, molasses in aroma and cup. Sweet-toned structure with gentle, round acidity; crisp though velvety mouthfeel. The finish centers around notes of baking chocolate and oak, with subtle floral undertones.","Motozintla de Mendoza, Chiapas State, Mexico","Fair trade and organic certified. From trees of the Bourbon, Caturra, and Catuaí varieties of Arabica and processed by the washed method (fruit skin and pulp are removed before drying). Lone Coffee is an Escondido, California-based specialty micro-roaster with an adjacent coffee shop, Kettle Coffee &amp; Tea. Visit www.lonecoffee.com for more information.",Medium,Escondido, California,1.42
1267,La Naranja Honduras,92.0,8.0,8.0,9.0,8.0,9.0,"Rich-toned, deeply sweet. Milk chocolate, orange blossom, cedar, black tea, almond in aroma and cup. Sweet structure with quiet, gentle acidity; satiny-smooth mouthfeel. The resonant finish leads with notes of orange blossom in the short, cedar in the long, with chocolate throughout.","El Socorro, Comayagua Department, Honduras","Produced by David Lopez of Finca Los Amigos. Orange peel was added to the tank during the ferment step of fruit removal. Lone Coffee is an Escondido, California-based specialty micro-roaster with an adjacent coffee shop, Kettle Coffee &amp; Tea. Visit www.lonecoffee.com for more information.",Medium-Light,Escondido, California,1.42
1268,Colombia Geisha,93.0,9.0,8.0,9.0,8.0,9.0,"Rich-toned, exceptionally sweet. Blood orange zest, lilac, baking chocolate, pear, cedar in aroma and cup. High-toned, bittersweet structure with juicy, balanced acidity; satiny-smooth mouthfeel. Long, chocolaty, fruit-toned finish.","Huila Department, Colombia","Produced by several growers in Huila, entirely of the rare Ethiopia-derived botanical variety Geisha (also spelled Gesha). Processed by the washed method (fruit skin and pulp are removed before drying). Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Medium-Light,Minneapolis, Minnesota,3.32
1269,Rus & Alla Ka’u,92.0,8.0,8.0,9.0,8.0,9.0,"Crisp, richly sweet-tart. Black cherry, hazelnut, jasmine, baking chocolate, maple syrup in aroma and cup. Sweetly tart structure with pert acidity; smooth, satiny mouthfeel. Black cherry and hazelnut notes carry the resonant finish.","Ka’u, Big Island of Hawai’i",Produced in Ka’u from trees of the Typica and Caturra varieties of Arabica and processed by the washed method (fruit skin and pulp are removed before drying). Kona Roasted showcases single-origin coffees from exceptional Hawai’i farms and farmers in a variety of growing regions. Visit www.konaroasted.com for more information.,Medium-Light,Kailua-Kona, Hawaii,2.75
1270,Kakalove Ethiopia Natural Yirgacheffe Boyrfi,93.0,8.0,8.0,9.0,9.0,9.0,"Fruit-forward, deep-toned. Blueberry jam, dark chocolate, lily, juniper, molasses in aroma and cup. Sweet structure with round, gentle acidity; full, syrupy mouthfeel. The berry-toned finish supported by dark chocolate and crisp juniper notes. ","Yirgacheffe growing region, south-central Ethiopia","Coffees from the Yirgacheffe region are produced from distinctive, largely indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",Medium-Light,Chia-Yi, Taiwan,1.24
1271,Rwanda Kiroero,93.0,8.0,8.0,9.0,9.0,9.0,"Crisply sweet, multi-layered, balanced. Brown sugar, orange zest, magnolia, cedar, almond butter in aroma and cup. Sweet-toned structure with brisk acidity; full, syrupy mouthfeel. Finish leads with notes of brown sugar and magnolia in the short, with orange zest and cedar returning in the long.","Boneza, Rwanda","Produced by members of the COOPAC cooperative, comprised of more than 8,000 smallholding farmers in Rwanda operating 50 washing stations. The Kiroero washing station, source of this coffee, represents 2,012 farmers, approximately 800 of whom are women. From trees of the Bourbon, Jackson and Mbrizzi varieties of Arabica and processed by the washed method (fruit skin and pulp are removed before drying). BeanFruit Coffee Co. is an award-winning coffee roasting company located in the Jackson, Mississippi metro area that provides fresh-roasted coffee with a focus on single origins. Visit www.beanfruit.com or call 601-624-2605 for more information.",Medium-Light,Jackson, Mississippi,1.33
